year,month,state,rto,vehicle_class,fuel,value,unit,note
2014,January,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),LPG ONLY,16,value in Absolute Number,
2014,January,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,293,value in Absolute Number,
2014,January,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),SOLAR,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,AMBULANCE,DIESEL,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,BUS,DIESEL,7,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,6,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,6,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,DIESEL,111,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,2185,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOPED,PETROL,2,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAB,DIESEL,8,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAR,DIESEL,1264,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL,797,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,11,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,16,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,1,value in Absolute Number,
2014,January,Chandigarh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,2,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,5,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2306,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,11,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,4,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,AMBULANCE,DIESEL,3,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,BUS,DIESEL,47,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,5,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,20,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,CRANE MOUNTED VEHICLE,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,DUMPER,DIESEL,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,7,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,23,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,60,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,DIESEL,1482,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,2,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PETROL,4,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,HARVESTER,DIESEL,7,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,HARVESTER,NOT APPLICABLE,25,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,4,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),10,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,34868,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MAXI CAB,DIESEL,27,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOBILE WORKSHOP,DIESEL,2,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOPED,PETROL,2339,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAB,DIESEL,72,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL,2,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,DIESEL,1107,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL,1576,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,2,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,12,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,516,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,79,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/CNG,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/LPG,5,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,7,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,100,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,316,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,63,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,51,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1048,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,37,value in Absolute Number,
2014,January,Chhattisgarh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,5,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,EXCAVATOR (NT),DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,FORK LIFT,DIESEL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,DIESEL,59,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,978,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MAXI CAB,DIESEL,2,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,PETROL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,DIESEL,199,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL,97,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL/CNG,15,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,OMNI BUS,DIESEL,3,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,1,value in Absolute Number,
2014,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,2,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,6,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,AMBULANCE,PETROL,5,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,BUS,CNG ONLY,105,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,BUS,DIESEL,14,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,5,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,GOODS CARRIER,CNG ONLY,476,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,GOODS CARRIER,DIESEL,316,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,235,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,LUXURY CAB,DIESEL,8,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),2,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,32296,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,3,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MAXI CAB,CNG ONLY,2,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MAXI CAB,DIESEL,42,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MAXI CAB,PETROL/CNG,12,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOPED,PETROL,543,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAB,CNG ONLY,10,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAB,DIESEL,180,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAB,PETROL,5,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAB,PETROL/CNG,135,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,CNG ONLY,22,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,DIESEL,6437,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),5,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL,7095,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL/CNG,3031,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL/LPG,3,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,RECOVERY VEHICLE,CNG ONLY,1,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,259,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,102,value in Absolute Number,
2014,January,Delhi,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/CNG,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,7,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,BUS,DIESEL,20,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,4,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,3,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,CRANE MOUNTED VEHICLE,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,GOODS CARRIER,DIESEL,127,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,GOODS CARRIER,PETROL,6,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,6,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,5497,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MAXI CAB,DIESEL,228,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOPED,PETROL,18,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAB,DIESEL,26,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAB,PETROL,57,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,DIESEL,284,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,4,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL,1241,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL/CNG,2,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-SIDECAR(T),PETROL,14,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,30,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,3,value in Absolute Number,
2014,January,Goa,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,13,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,5,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,PETROL,80,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,5,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2870,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,7,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AMBULANCE,DIESEL,42,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AMBULANCE,PETROL,13,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,AMBULANCE,PETROL/CNG,6,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,ANIMAL AMBULANCE,DIESEL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,BREAKDOWN VAN,DIESEL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,BUS,CNG ONLY,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,BUS,DIESEL,99,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),NOT APPLICABLE,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CASH VAN,DIESEL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CASH VAN,PETROL,9,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,149,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,94,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,CRANE MOUNTED VEHICLE,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,15,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,49,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,EXCAVATOR (NT),DIESEL,30,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,3,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,FORK LIFT,DIESEL,15,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,FORK LIFT,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,GOODS CARRIER,CNG ONLY,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,GOODS CARRIER,DIESEL,3418,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,16,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,GOODS CARRIER,PETROL,4,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,9,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,HARVESTER,DIESEL,2,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,5,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),14,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,3,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,81103,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,8,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/LPG,44,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MAXI CAB,DIESEL,211,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MAXI CAB,PETROL/CNG,12,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MAXI CAB,SOLAR,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOPED,PETROL,3038,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOPED,PETROL/CNG,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAB,DIESEL,126,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAB,PETROL,4,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAB,PETROL/CNG,33,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,CNG ONLY,9,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,DIESEL,9430,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,3,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL,4757,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL/CNG,3310,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL/LPG,48,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CAR,SOLAR,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,4,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,OMNI BUS,DIESEL,13,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1784,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),LPG ONLY,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,28,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1094,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),NOT APPLICABLE,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,51,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,1417,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/CNG,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TOW TRUCK,DIESEL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,126,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,5,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,85,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,739,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,90,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,DIESEL,2,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Gujarat,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,8,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2853,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,123,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,4,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AMBULANCE,DIESEL,7,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AMBULANCE,PETROL,18,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AMBULANCE,PETROL/CNG,2,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,AMBULANCE,PETROL/LPG,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,BULLDOZER,DIESEL,2,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,BUS,CNG ONLY,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,BUS,DIESEL,173,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,BUS,PETROL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,46,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,45,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,CNG ONLY,2,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,14,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,EXCAVATOR (NT),DIESEL,48,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,FORK LIFT,DIESEL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,GOODS CARRIER,CNG ONLY,69,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,GOODS CARRIER,DIESEL,1986,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,6,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,GOODS CARRIER,PETROL,126,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,9,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,HARVESTER,DIESEL,59,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,HEARSES,PETROL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,LUXURY CAB,DIESEL,2,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,10,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,550,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,33439,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,1,value in Absolute Number,
