year,month,state,rto,vehicle_class,fuel,value
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,BUS,DIESEL,2
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,GOODS CARRIER,DIESEL,23
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,GOODS CARRIER,PETROL,1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,387
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,83
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,2
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MAXI CAB,DIESEL,1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOPED,PETROL,3
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAB,DIESEL,1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAB,PETROL,9
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,6
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,DIESEL,11
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,PETROL,123
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,22
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,12
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,PURE EV,3
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,15
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,OMNI BUS,DIESEL,1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,3
2025,April,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,80
2025,April,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/ETHANOL,1
2025,April,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,STRONG HYBRID EV,1
2025,April,Andhra Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1479
2025,April,Andhra Pradesh,All Vahan Running Office,AMBULANCE,DIESEL,37
2025,April,Andhra Pradesh,All Vahan Running Office,AMBULANCE,PETROL,16
2025,April,Andhra Pradesh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,61
2025,April,Andhra Pradesh,All Vahan Running Office,BUS,CNG ONLY,1
2025,April,Andhra Pradesh,All Vahan Running Office,BUS,DIESEL,122
2025,April,Andhra Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,245
2025,April,Andhra Pradesh,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,7
2025,April,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),16
2025,April,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,1
2025,April,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),3
2025,April,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW(P),PURE EV,2
2025,April,Andhra Pradesh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,49
2025,April,Andhra Pradesh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2
2025,April,Andhra Pradesh,All Vahan Running Office,FIRE TENDERS,DIESEL,3
2025,April,Andhra Pradesh,All Vahan Running Office,FORK LIFT,DIESEL,7
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,23
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,2257
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),5
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,48
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,4
2025,April,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,PURE EV,8
2025,April,Andhra Pradesh,All Vahan Running Office,HARVESTER,DIESEL,29
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,CNG ONLY,109
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),479
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ETHANOL,2
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,47683
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,3737
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,3434
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,8
2025,April,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL/ETHANOL,2
2025,April,Andhra Pradesh,All Vahan Running Office,MAXI CAB,CNG ONLY,11
2025,April,Andhra Pradesh,All Vahan Running Office,MAXI CAB,DIESEL,52
2025,April,Andhra Pradesh,All Vahan Running Office,MAXI CAB,PETROL,10
2025,April,Andhra Pradesh,All Vahan Running Office,MAXI CAB,PETROL/ETHANOL,1
2025,April,Andhra Pradesh,All Vahan Running Office,MAXI CAB,STRONG HYBRID EV,1
2025,April,Andhra Pradesh,All Vahan Running Office,MOPED,ELECTRIC(BOV),3
2025,April,Andhra Pradesh,All Vahan Running Office,MOPED,PETROL,724
2025,April,Andhra Pradesh,All Vahan Running Office,MOPED,PETROL/ETHANOL,87
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,DIESEL,77
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,144
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,167
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL/ETHANOL,7
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,38
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,STRONG HYBRID EV,2
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,1482
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,11
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),80
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,2955
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,434
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,833
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,417
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PURE EV,322
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,168
2025,April,Andhra Pradesh,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,11
2025,April,Andhra Pradesh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),CNG ONLY,3
2025,April,Andhra Pradesh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),9
2025,April,Andhra Pradesh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1691
2025,April,Andhra Pradesh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL/ETHANOL,212
2025,April,Andhra Pradesh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PURE EV,75
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS,CNG ONLY,3
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS,DIESEL,171
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),CNG ONLY,2
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,22
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,5
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/ETHANOL,1
2025,April,Andhra Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),STRONG HYBRID EV,9
2025,April,Andhra Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,4
2025,April,Andhra Pradesh,All Vahan Running Office,ROAD ROLLER,DIESEL,3
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,9
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,508
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),126
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),PURE EV,9
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,542
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1806
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),111
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,193
2025,April,Andhra Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,515
2025,April,Andhra Pradesh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,1
2025,April,Andhra Pradesh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,AMBULANCE,DIESEL,3
2025,April,Arunachal Pradesh,All Vahan Running Office,BUS,DIESEL,163
2025,April,Arunachal Pradesh,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,53
2025,April,Arunachal Pradesh,All Vahan Running Office,DUMPER,DIESEL,51
2025,April,Arunachal Pradesh,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,5
2025,April,Arunachal Pradesh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,3
2025,April,Arunachal Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,154
2025,April,Arunachal Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,18
2025,April,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),3
2025,April,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1168
2025,April,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,226
2025,April,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,5
2025,April,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,MAXI CAB,PETROL,2
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAB,DIESEL,10
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,2
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,2
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,431
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,1
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,715
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,95
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,115
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PURE EV,3
2025,April,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,10
2025,April,Arunachal Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,2
2025,April,Arunachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,1
2025,April,Arunachal Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,8
2025,April,Arunachal Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,45
2025,April,Arunachal Pradesh,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,6
2025,April,Arunachal Pradesh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,1
2025,April,Assam,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,57
2025,April,Assam,All Vahan Running Office,AMBULANCE,DIESEL,13
2025,April,Assam,All Vahan Running Office,AMBULANCE,PETROL,3
2025,April,Assam,All Vahan Running Office,ARMOURED/SPECIALISED VEHICLE,DIESEL,1
2025,April,Assam,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,5
2025,April,Assam,All Vahan Running Office,BUS,DIESEL,143
2025,April,Assam,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,3
2025,April,Assam,All Vahan Running Office,CASH VAN,DIESEL,2
2025,April,Assam,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,49
2025,April,Assam,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,12
2025,April,Assam,All Vahan Running Office,DUMPER,DIESEL,64
2025,April,Assam,All Vahan Running Office,DUMPER,PETROL,1
2025,April,Assam,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),242
2025,April,Assam,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,37
2025,April,Assam,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),2433
2025,April,Assam,All Vahan Running Office,E-RICKSHAW(P),NOT APPLICABLE,2
2025,April,Assam,All Vahan Running Office,E-RICKSHAW(P),PURE EV,1121
2025,April,Assam,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,4
2025,April,Assam,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1
2025,April,Assam,All Vahan Running Office,EXCAVATOR (NT),DIESEL,10
2025,April,Assam,All Vahan Running Office,FORK LIFT,DIESEL,1
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,CNG ONLY,2
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,DIESEL,740
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),2
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,PETROL,355
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,1
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,PETROL/ETHANOL,16
2025,April,Assam,All Vahan Running Office,GOODS CARRIER,PURE EV,2
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),37
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,ETHANOL,1
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,28455
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,4495
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,243
2025,April,Assam,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,3
2025,April,Assam,All Vahan Running Office,MAXI CAB,CNG ONLY,10
2025,April,Assam,All Vahan Running Office,MAXI CAB,DIESEL,16
2025,April,Assam,All Vahan Running Office,MAXI CAB,PETROL,57
2025,April,Assam,All Vahan Running Office,MAXI CAB,PETROL/ETHANOL,2
2025,April,Assam,All Vahan Running Office,MOPED,PETROL,275
2025,April,Assam,All Vahan Running Office,MOPED,PETROL/ETHANOL,10
2025,April,Assam,All Vahan Running Office,MOTOR CAB,DIESEL,28
2025,April,Assam,All Vahan Running Office,MOTOR CAB,PETROL,97
2025,April,Assam,All Vahan Running Office,MOTOR CAB,PETROL/CNG,8
2025,April,Assam,All Vahan Running Office,MOTOR CAB,PETROL/ETHANOL,2
2025,April,Assam,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,9
2025,April,Assam,All Vahan Running Office,MOTOR CAR,DIESEL,657
2025,April,Assam,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,3
2025,April,Assam,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),16
2025,April,Assam,All Vahan Running Office,MOTOR CAR,PETROL,3431
2025,April,Assam,All Vahan Running Office,MOTOR CAR,PETROL/CNG,20
2025,April,Assam,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,698
2025,April,Assam,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,530
2025,April,Assam,All Vahan Running Office,MOTOR CAR,PURE EV,16
2025,April,Assam,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,38
2025,April,Assam,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,16
2025,April,Assam,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,1
2025,April,Assam,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL/ETHANOL,1
2025,April,Assam,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),STRONG HYBRID EV,3
2025,April,Assam,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,2
2025,April,Assam,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,8
2025,April,Assam,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,53
2025,April,Assam,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),22
2025,April,Assam,All Vahan Running Office,THREE WHEELER (GOODS),PURE EV,5
2025,April,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,44
2025,April,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,26
2025,April,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),977
2025,April,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,288
2025,April,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,648
2025,April,Assam,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,575
2025,April,Assam,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,5
2025,April,Assam,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,21
2025,April,Assam,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,2
2025,April,Bihar,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1
2025,April,Bihar,All Vahan Running Office,ADAPTED VEHICLE,PETROL,2
2025,April,Bihar,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1
2025,April,Bihar,All Vahan Running Office,ADAPTED VEHICLE,PETROL/ETHANOL,1
2025,April,Bihar,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1386
2025,April,Bihar,All Vahan Running Office,AMBULANCE,DIESEL,10
2025,April,Bihar,All Vahan Running Office,AMBULANCE,PETROL,43
2025,April,Bihar,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,66
2025,April,Bihar,All Vahan Running Office,BUS,CNG ONLY,101
2025,April,Bihar,All Vahan Running Office,BUS,DIESEL,180
2025,April,Bihar,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,119
2025,April,Bihar,All Vahan Running Office,DUMPER,DIESEL,10
2025,April,Bihar,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),121
2025,April,Bihar,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,45
2025,April,Bihar,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),3042
2025,April,Bihar,All Vahan Running Office,E-RICKSHAW(P),PURE EV,1151
2025,April,Bihar,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,2
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,CNG ONLY,126
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,DIESEL,2268
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),30
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,PETROL,26
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,6
2025,April,Bihar,All Vahan Running Office,GOODS CARRIER,PURE EV,7
2025,April,Bihar,All Vahan Running Office,HARVESTER,DIESEL,113
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,CNG ONLY,173
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),215
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,ETHANOL,9
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,100128
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,10064
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,1067
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,122
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL/ETHANOL,12
2025,April,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PURE EV,25
2025,April,Bihar,All Vahan Running Office,MAXI CAB,CNG ONLY,119
2025,April,Bihar,All Vahan Running Office,MAXI CAB,DIESEL,18
2025,April,Bihar,All Vahan Running Office,MAXI CAB,PETROL,43
2025,April,Bihar,All Vahan Running Office,MAXI CAB,PETROL/ETHANOL,13
2025,April,Bihar,All Vahan Running Office,MOPED,ELECTRIC(BOV),22
2025,April,Bihar,All Vahan Running Office,MOPED,PETROL,944
2025,April,Bihar,All Vahan Running Office,MOPED,PETROL/ETHANOL,18
2025,April,Bihar,All Vahan Running Office,MOPED,PURE EV,474
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,DIESEL,51
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL,28
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/CNG,191
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/ETHANOL,3
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,2
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,STRONG HYBRID EV,1
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL,1431
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,2
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),29
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL,2369
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1338
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,1033
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,459
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PURE EV,50
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,37
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),6
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,20
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL/ETHANOL,8
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PURE EV,94
2025,April,Bihar,All Vahan Running Office,OMNI BUS,CNG ONLY,10
2025,April,Bihar,All Vahan Running Office,OMNI BUS,DIESEL,54
2025,April,Bihar,All Vahan Running Office,ROAD ROLLER,DIESEL,4
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,265
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,106
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),91
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1030
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,8
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),722
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,238
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,612
2025,April,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,985
2025,April,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,1
2025,April,Bihar,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,5
2025,April,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,383
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,14
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/ETHANOL,1
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,STRONG HYBRID EV,1
2025,April,Chandigarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,5
2025,April,Chandigarh,All Vahan Running Office,AMBULANCE,PETROL,3
2025,April,Chandigarh,All Vahan Running Office,ARMOURED/SPECIALISED VEHICLE,DIESEL,4
2025,April,Chandigarh,All Vahan Running Office,BUS,DIESEL,73
2025,April,Chandigarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),35
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,15
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),59
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW(P),PURE EV,3
2025,April,Chandigarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,CNG ONLY,1
2025,April,Chandigarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,6
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,4
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,DIESEL,75
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL,2
