year,month,state,rto,vehicle_class,fuel,value
2021,March,Manipur,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,12
2021,March,Meghalaya,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3
2021,March,Meghalaya,All Vahan Running Office,AMBULANCE,DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,AMBULANCE,PETROL,1
2021,March,Meghalaya,All Vahan Running Office,BUS,DIESEL,4
2021,March,Meghalaya,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,27
2021,March,Meghalaya,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2
2021,March,Meghalaya,All Vahan Running Office,GOODS CARRIER,DIESEL,221
2021,March,Meghalaya,All Vahan Running Office,GOODS CARRIER,PETROL,50
2021,March,Meghalaya,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1600
2021,March,Meghalaya,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,1
2021,March,Meghalaya,All Vahan Running Office,MAXI CAB,PETROL,2
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAB,DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAB,PETROL,139
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,1
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAR,DIESEL,135
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAR,PETROL,908
2021,March,Meghalaya,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,14
2021,March,Meghalaya,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,2
2021,March,Meghalaya,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1
2021,March,Meghalaya,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,12
2021,March,Meghalaya,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,36
2021,March,Meghalaya,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,2
2021,March,Mizoram,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1
2021,March,Mizoram,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,38
2021,March,Mizoram,All Vahan Running Office,DUMPER,DIESEL,12
2021,March,Mizoram,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2021,March,Mizoram,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2
2021,March,Mizoram,All Vahan Running Office,GOODS CARRIER,DIESEL,278
2021,March,Mizoram,All Vahan Running Office,GOODS CARRIER,PETROL,15
2021,March,Mizoram,All Vahan Running Office,LUXURY CAB,DIESEL,2
2021,March,Mizoram,All Vahan Running Office,LUXURY CAB,PETROL,1
2021,March,Mizoram,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,2025
2021,March,Mizoram,All Vahan Running Office,MOTOR CAB,PETROL,22
2021,March,Mizoram,All Vahan Running Office,MOTOR CAR,DIESEL,71
2021,March,Mizoram,All Vahan Running Office,MOTOR CAR,PETROL,373
2021,March,Mizoram,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,4
2021,March,Mizoram,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,239
2021,March,Mizoram,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,69
2021,March,Mizoram,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1
2021,March,Nagaland,All Vahan Running Office,BUS,DIESEL,11
2021,March,Nagaland,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,70
2021,March,Nagaland,All Vahan Running Office,DUMPER,DIESEL,17
2021,March,Nagaland,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,1
2021,March,Nagaland,All Vahan Running Office,GOODS CARRIER,DIESEL,926
2021,March,Nagaland,All Vahan Running Office,GOODS CARRIER,PETROL,3
2021,March,Nagaland,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,581
2021,March,Nagaland,All Vahan Running Office,MAXI CAB,DIESEL,1
2021,March,Nagaland,All Vahan Running Office,MAXI CAB,PETROL,5
2021,March,Nagaland,All Vahan Running Office,MOTOR CAB,PETROL,18
2021,March,Nagaland,All Vahan Running Office,MOTOR CAR,DIESEL,154
2021,March,Nagaland,All Vahan Running Office,MOTOR CAR,PETROL,756
2021,March,Nagaland,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,10
2021,March,Nagaland,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,10
2021,March,Nagaland,All Vahan Running Office,OMNI BUS,DIESEL,2
2021,March,Nagaland,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,6
2021,March,Nagaland,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,17
2021,March,Odisha,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1
2021,March,Odisha,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1250
2021,March,Odisha,All Vahan Running Office,AMBULANCE,DIESEL,5
2021,March,Odisha,All Vahan Running Office,AMBULANCE,PETROL,5
2021,March,Odisha,All Vahan Running Office,ANIMAL AMBULANCE,PETROL,1
2021,March,Odisha,All Vahan Running Office,BUS,DIESEL,18
2021,March,Odisha,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1
2021,March,Odisha,All Vahan Running Office,CASH VAN,DIESEL,19
2021,March,Odisha,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,392
2021,March,Odisha,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1
2021,March,Odisha,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,29
2021,March,Odisha,All Vahan Running Office,DUMPER,DIESEL,5
2021,March,Odisha,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),8
2021,March,Odisha,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),30
2021,March,Odisha,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,59
2021,March,Odisha,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,3
2021,March,Odisha,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,22
2021,March,Odisha,All Vahan Running Office,EXCAVATOR (NT),DIESEL,9
2021,March,Odisha,All Vahan Running Office,FORK LIFT,DIESEL,9
2021,March,Odisha,All Vahan Running Office,GOODS CARRIER,CNG ONLY,1
2021,March,Odisha,All Vahan Running Office,GOODS CARRIER,DIESEL,2281
2021,March,Odisha,All Vahan Running Office,GOODS CARRIER,PETROL,137
2021,March,Odisha,All Vahan Running Office,HARVESTER,DIESEL,15
2021,March,Odisha,All Vahan Running Office,LUXURY CAB,DIESEL,1
2021,March,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),261
2021,March,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,44664
2021,March,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,4
2021,March,Odisha,All Vahan Running Office,MAXI CAB,DIESEL,63
2021,March,Odisha,All Vahan Running Office,MAXI CAB,PETROL,1
2021,March,Odisha,All Vahan Running Office,MAXI CAB,PETROL/HYBRID,1
2021,March,Odisha,All Vahan Running Office,MOPED,ELECTRIC(BOV),21
2021,March,Odisha,All Vahan Running Office,MOPED,PETROL,1622
2021,March,Odisha,All Vahan Running Office,MOTOR CAB,DIESEL,167
2021,March,Odisha,All Vahan Running Office,MOTOR CAB,PETROL,117
2021,March,Odisha,All Vahan Running Office,MOTOR CAB,PETROL/CNG,33
2021,March,Odisha,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,14
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,DIESEL,784
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,PETROL,4427
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,PETROL/CNG,17
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,368
2021,March,Odisha,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1
2021,March,Odisha,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,5
2021,March,Odisha,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),1
2021,March,Odisha,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,769
2021,March,Odisha,All Vahan Running Office,OMNI BUS,DIESEL,13
2021,March,Odisha,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,19
2021,March,Odisha,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,3
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,1
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,396
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),3
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,14
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,431
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),2
2021,March,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,23
2021,March,Odisha,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,474
2021,March,Odisha,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,9
2021,March,Odisha,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,62
2021,March,Odisha,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,1
2021,March,Odisha,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,409
2021,March,Puducherry,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3
2021,March,Puducherry,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,14
2021,March,Puducherry,All Vahan Running Office,AMBULANCE,PETROL,1
2021,March,Puducherry,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,1
2021,March,Puducherry,All Vahan Running Office,GOODS CARRIER,CNG ONLY,5
2021,March,Puducherry,All Vahan Running Office,GOODS CARRIER,DIESEL,33
2021,March,Puducherry,All Vahan Running Office,GOODS CARRIER,PETROL,9
2021,March,Puducherry,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),30
2021,March,Puducherry,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,4147
2021,March,Puducherry,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,1
2021,March,Puducherry,All Vahan Running Office,MAXI CAB,DIESEL,2
2021,March,Puducherry,All Vahan Running Office,MOPED,ELECTRIC(BOV),3
2021,March,Puducherry,All Vahan Running Office,MOPED,PETROL,20
2021,March,Puducherry,All Vahan Running Office,MOTOR CAB,PETROL,5
2021,March,Puducherry,All Vahan Running Office,MOTOR CAR,DIESEL,183
2021,March,Puducherry,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1
2021,March,Puducherry,All Vahan Running Office,MOTOR CAR,PETROL,601
2021,March,Puducherry,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,62
2021,March,Puducherry,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,2
2021,March,Puducherry,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,6
2021,March,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,2
2021,March,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,2
2021,March,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,3
2021,March,Punjab,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3
2021,March,Punjab,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3036
2021,March,Punjab,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1
2021,March,Punjab,All Vahan Running Office,AMBULANCE,DIESEL,3
2021,March,Punjab,All Vahan Running Office,AMBULANCE,PETROL,6
2021,March,Punjab,All Vahan Running Office,AMBULANCE,PETROL/CNG,2
2021,March,Punjab,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,1
2021,March,Punjab,All Vahan Running Office,BUS,DIESEL,18
2021,March,Punjab,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,103
2021,March,Punjab,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,22
2021,March,Punjab,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),10
2021,March,Punjab,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),45
2021,March,Punjab,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,54
2021,March,Punjab,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1
2021,March,Punjab,All Vahan Running Office,FORK LIFT,DIESEL,1
2021,March,Punjab,All Vahan Running Office,GOODS CARRIER,CNG ONLY,94
2021,March,Punjab,All Vahan Running Office,GOODS CARRIER,DIESEL,1264
2021,March,Punjab,All Vahan Running Office,GOODS CARRIER,PETROL,73
2021,March,Punjab,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,6
2021,March,Punjab,All Vahan Running Office,HARVESTER,DIESEL,303
2021,March,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),166
2021,March,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,39901
2021,March,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,551
2021,March,Punjab,All Vahan Running Office,MAXI CAB,DIESEL,11
2021,March,Punjab,All Vahan Running Office,MOPED,PETROL,22
2021,March,Punjab,All Vahan Running Office,MOTOR CAB,DIESEL,23
2021,March,Punjab,All Vahan Running Office,MOTOR CAB,PETROL,18
2021,March,Punjab,All Vahan Running Office,MOTOR CAB,PETROL/CNG,189
2021,March,Punjab,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,5
2021,March,Punjab,All Vahan Running Office,MOTOR CAR,DIESEL,3223
2021,March,Punjab,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),2
2021,March,Punjab,All Vahan Running Office,MOTOR CAR,PETROL,8237
2021,March,Punjab,All Vahan Running Office,MOTOR CAR,PETROL/CNG,339
2021,March,Punjab,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,270
2021,March,Punjab,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),67
2021,March,Punjab,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,2
2021,March,Punjab,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,11
2021,March,Punjab,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,116
2021,March,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,77
2021,March,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,20
2021,March,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,45
2021,March,Punjab,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1
2021,March,Rajasthan,All Vahan Running Office,ADAPTED VEHICLE,PETROL,25
2021,March,Rajasthan,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1
2021,March,Rajasthan,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,8921
2021,March,Rajasthan,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,1
2021,March,Rajasthan,All Vahan Running Office,AMBULANCE,DIESEL,18
2021,March,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL,12
2021,March,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL/CNG,3
2021,March,Rajasthan,All Vahan Running Office,ANIMAL AMBULANCE,DIESEL,2
2021,March,Rajasthan,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,526
2021,March,Rajasthan,All Vahan Running Office,BUS,CNG ONLY,1
2021,March,Rajasthan,All Vahan Running Office,BUS,DIESEL,64
2021,March,Rajasthan,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,1
2021,March,Rajasthan,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,682
2021,March,Rajasthan,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,135
2021,March,Rajasthan,All Vahan Running Office,DUMPER,DIESEL,361
2021,March,Rajasthan,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),90
2021,March,Rajasthan,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),483
2021,March,Rajasthan,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,494
2021,March,Rajasthan,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,6
2021,March,Rajasthan,All Vahan Running Office,EXCAVATOR (NT),DIESEL,19
2021,March,Rajasthan,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,11
2021,March,Rajasthan,All Vahan Running Office,FORK LIFT,DIESEL,17
2021,March,Rajasthan,All Vahan Running Office,GOODS CARRIER,CNG ONLY,83
2021,March,Rajasthan,All Vahan Running Office,GOODS CARRIER,DIESEL,2648
2021,March,Rajasthan,All Vahan Running Office,GOODS CARRIER,PETROL,226
2021,March,Rajasthan,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,8
2021,March,Rajasthan,All Vahan Running Office,GOODS CARRIER,PETROL/LPG,17
2021,March,Rajasthan,All Vahan Running Office,HARVESTER,DIESEL,112
2021,March,Rajasthan,All Vahan Running Office,HEARSES,DIESEL,2
2021,March,Rajasthan,All Vahan Running Office,HEARSES,PETROL,1
2021,March,Rajasthan,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1520
2021,March,Rajasthan,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,61629
2021,March,Rajasthan,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,56
2021,March,Rajasthan,All Vahan Running Office,MAXI CAB,DIESEL,73
2021,March,Rajasthan,All Vahan Running Office,MAXI CAB,PETROL,12
2021,March,Rajasthan,All Vahan Running Office,MAXI CAB,PETROL/CNG,14
2021,March,Rajasthan,All Vahan Running Office,MAXI CAB,PETROL/LPG,3
2021,March,Rajasthan,All Vahan Running Office,MOPED,ELECTRIC(BOV),18
2021,March,Rajasthan,All Vahan Running Office,MOPED,PETROL,851
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,DIESEL,107
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,ELECTRIC(BOV),1
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,PETROL,77
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,PETROL/CNG,31
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,3
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAB,PETROL/LPG,13
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,DIESEL,2710
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),29
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL,9853
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL/CNG,666
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,378
2021,March,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL/LPG,414
2021,March,Rajasthan,All Vahan Running Office,MOTOR CYCLE/SCOOTER-SIDECAR(T),PETROL,3
2021,March,Rajasthan,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,DIESEL,1
2021,March,Rajasthan,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,ELECTRIC(BOV),1
2021,March,Rajasthan,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,63
2021,March,Rajasthan,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),46
2021,March,Rajasthan,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1637
2021,March,Rajasthan,All Vahan Running Office,OMNI BUS,DIESEL,1
2021,March,Rajasthan,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,2
2021,March,Rajasthan,All Vahan Running Office,RECOVERY VEHICLE,CNG ONLY,1
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,10
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,202
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,126
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,169
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),1
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,11
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,31
2021,March,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,90
2021,March,Rajasthan,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1
2021,March,Rajasthan,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,2
2021,March,Rajasthan,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,56
2021,March,Rajasthan,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,DIESEL,3
2021,March,Rajasthan,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,8
2021,March,Sikkim,All Vahan Running Office,AMBULANCE,PETROL,1
2021,March,Sikkim,All Vahan Running Office,BUS,DIESEL,3
2021,March,Sikkim,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,2
2021,March,Sikkim,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2021,March,Sikkim,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,3
2021,March,Sikkim,All Vahan Running Office,GOODS CARRIER,DIESEL,69
2021,March,Sikkim,All Vahan Running Office,LUXURY CAB,DIESEL,2
2021,March,Sikkim,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,175
2021,March,Sikkim,All Vahan Running Office,MOTOR CAB,PETROL,106
2021,March,Sikkim,All Vahan Running Office,MOTOR CAR,DIESEL,120
2021,March,Sikkim,All Vahan Running Office,MOTOR CAR,PETROL,253
2021,March,Sikkim,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,3
2021,March,Sikkim,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,342
2021,March,Sikkim,All Vahan Running Office,OMNI BUS,DIESEL,1
2021,March,Tamil Nadu,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1
2021,March,Tamil Nadu,All Vahan Running Office,ADAPTED VEHICLE,ELECTRIC(BOV),1
2021,March,Tamil Nadu,All Vahan Running Office,ADAPTED VEHICLE,PETROL,146
2021,March,Tamil Nadu,All Vahan Running Office,ADAPTED VEHICLE,PETROL/HYBRID,2
2021,March,Tamil Nadu,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,4925
2021,March,Tamil Nadu,All Vahan Running Office,AMBULANCE,DIESEL,18
2021,March,Tamil Nadu,All Vahan Running Office,AMBULANCE,PETROL,28
2021,March,Tamil Nadu,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,155
2021,March,Tamil Nadu,All Vahan Running Office,BREAKDOWN VAN,DIESEL,1
2021,March,Tamil Nadu,All Vahan Running Office,BUS,DIESEL,5
2021,March,Tamil Nadu,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,2
2021,March,Tamil Nadu,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,571
2021,March,Tamil Nadu,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,14
2021,March,Tamil Nadu,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),1607
2021,March,Tamil Nadu,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,219
2021,March,Tamil Nadu,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,10
2021,March,Tamil Nadu,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1
2021,March,Tamil Nadu,All Vahan Running Office,FIRE TENDERS,DIESEL,1
2021,March,Tamil Nadu,All Vahan Running Office,FORK LIFT,DIESEL,6
2021,March,Tamil Nadu,All Vahan Running Office,GOODS CARRIER,CNG ONLY,6
2021,March,Tamil Nadu,All Vahan Running Office,GOODS CARRIER,DIESEL,5656
2021,March,Tamil Nadu,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),11
2021,March,Tamil Nadu,All Vahan Running Office,GOODS CARRIER,PETROL,414
2021,March,Tamil Nadu,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,6
2021,March,Tamil Nadu,All Vahan Running Office,HARVESTER,DIESEL,249
2021,March,Tamil Nadu,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1797
2021,March,Tamil Nadu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,127414
2021,March,Tamil Nadu,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,10
2021,March,Tamil Nadu,All Vahan Running Office,MAXI CAB,DIESEL,26
2021,March,Tamil Nadu,All Vahan Running Office,MOPED,ELECTRIC(BOV),316
2021,March,Tamil Nadu,All Vahan Running Office,MOPED,PETROL,6476
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAB,DIESEL,32
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAB,PETROL,273
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAB,PETROL/CNG,8
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAB,PETROL/LPG,17
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,CNG ONLY,1
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,DIESEL,3683
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),72
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,PETROL,16007
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,PETROL/CNG,41
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,1571
2021,March,Tamil Nadu,All Vahan Running Office,MOTOR CAR,PETROL/LPG,87
2021,March,Tamil Nadu,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),107
2021,March,Tamil Nadu,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,3875
2021,March,Tamil Nadu,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,2
2021,March,Tamil Nadu,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,139
2021,March,Tamil Nadu,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,3
2021,March,Tamil Nadu,All Vahan Running Office,ROAD ROLLER,DIESEL,2
2021,March,Tamil Nadu,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,323
